TITLE,AGE,YEAR,EPISODES,RUNTIME,TYPE,ORIGIN_COUNTRY,summary,RATING,genres,image_url
Hard Breakers,R,2010,1,99,movie,United States,"Driven by a history of dating pitfalls and frustration with men, Alexis and her best friend Lindsay decide to turn the tables and devise a plan to lure unsuspecting men close enough to knock them out and drag them back to their lair for their own satisfaction. When an absent father and an obsessive ex-boyfriend force Alexis to confront her issues with men, the girls' plan goes awry and Alexis falls head over heels in love with one of her male conquests. Lindsay, consumed by her darker nature, decides to go out on the hunt alone, leading to her arrest. In the end, the girls reunite and recognize the strength of their friendship and that ultimately; their own self worth determines how men will treat them. —Official site",2.7,Comedy,https://m.media-amazon.com/images/M/MV5BOTU4MDI3NjM5MV5BMl5BanBnXkFtZTcwMDAyMTYyNQ@@._V1_FMjpg_UX1000_.jpg
Thomas & Friends: All Engines Go!,G,2021,3,30,tvSeries,United States,-,6.5,"Adventure,Animation,Comedy",https://m.media-amazon.com/images/M/MV5BYzYzMmFhNTUtZDZkYy00YThjLTk0ZjYtZWQwYTliNGMzYjhjXkEyXkFqcGdeQXVyNTU0MTE4NjY@._V1_FMjpg_UX1000_.jpg
Strangers,G,1994,1,\N,movie,United States,Drew and Eleanor agree to go after one another's bullies.,9.4,Comedy,https://m.media-amazon.com/images/G/01/imdb/images/social/imdb_logo.png
Cannon Busters,PG-13,2019,12,\N,tvSeries,United States,"Explore the fantastic land of Gearbolt as we follow a motley crew of travelers on an unforgettable journey to reunite 2 best friends. S.A.M. is a high-end, friendship robot determined to reunite with her best friend Kelby, the missing heir to her Kingdom under siege. Casey Turnbuckle is an out-dated, spunky grease-monkey repair robot, looking for an upgrade. Philly the Kid is a wanted, immortal fugitive just looking for a chance to shake them. Along for the ride is the greatest swordsman never known and an oversized Cadillac Eldorado that transforms into a sentient, giant robot. On their own, they're a lost cause. Together, they're the hippest group of travelers in action-fantasy. —Lobsand (Cannon B) Productions Limited 2018",6.8,"Animation,Fantasy",https://m.media-amazon.com/images/M/MV5BMGJhMWQ5NzItYjVkYy00ZmYxLWJkOWItNTE3MDY1NDNlODk2XkEyXkFqcGdeQXVyMTY4OTY5OTk@._V1_FMjpg_UX1000_.jpg
Spy Kids: Mission Critical,G,2018,26,\N,tvSeries,United States,"The series centers around brother and sister team Juni and Carmen Cortez as they attend Spy Kids Academy, a top secret spy school for kid agents. When a new counter-spy agency threatens the safety of the world, it will be up to junior spies Juni and Carmen to train and lead a team of fellow Spy Kids cadets against the forces of S.W.A.M.P. (Sinister Wrongdoers Against Mankind's Preservation) and their diabolical leader, Golden Brain. The Mission Critical team may not be ready, but they are the only ones to call when grown-up spies can't do the job.",4.9,"Action,Adventure,Animation",https://m.media-amazon.com/images/M/MV5BYjU2ZGM3MjYtYWFhOS00NmI1LTliZDUtZjljMzFlNTU1OTU5XkEyXkFqcGdeQXVyNTY5MzM1MTg@._V1_FMjpg_UX1000_.jpg
Sidonia no Kishi,18+,2014,24,\N,tvSeries,Japan,"A thousand years ago, our solar system was destroyed by gigantic shapeshifting-aliens called Gauna. The human race created massive spaceships before it, they each voyaged to find a planet where they can live in peace. This story is one of spaceship named Sidonia fights against Gauna, with the central focus on Nagate Tanikaze who is a enigmatic teenage boy becomes one of pilots of guardian-robots, and grows up to be Flying Ace called ""Knight of Sidonia"".",7.8,"Action,Adventure,Animation",https://m.media-amazon.com/images/M/MV5BYWUzNTM5Y2YtZTVjNy00Y2JlLWE2YjItOTUxMzNkZDYwNGZiXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_FMjpg_UX1000_.jpg
LEGO Friends: Girls on a Mission,18+,2018,70,11,tvSeries,Denmark,"Five best friends trying to do the right thing in heartlake city, whilst trying to figure out friendships and what's important along the way.",7.5,Animation,https://m.media-amazon.com/images/M/MV5BNGU5MjI2MWEtNjhmYi00YjU5LTg1N2QtM2Y4NjU4MzhiYjcwXkEyXkFqcGdeQXVyMTY3MzYyMjA@._V1_FMjpg_UX1000_.jpg
Her Infidelity,G,2015,1,83,tvMovie,Canada,"Fearing her husband is cheating, a woman falls into the arms of her sons mysterious and attractive teacher. After a one night stand, the teacher's lust turns into a deadly obsession uncovering dark secrets from the past. Still trying to cover up her infidelity, Lily struggles to avoid Grayson's advances and actions that turn deadly. —TheDarkPhoenix85",3.6,"Drama,Thriller",https://m.media-amazon.com/images/M/MV5BNDg3OTMxNjkwMV5BMl5BanBnXkFtZTgwODE0NjkxNzE@._V1_FMjpg_UX1000_.jpg
Kujira no kora wa sajô ni utau,PG,2017,12,24,tvSeries,Japan,"As a magic weilder, young archivist Chakuro knows his life will be short, but everything changes when a mysterious girl from the outside arrives on his island.",7.1,"Animation,Drama,Fantasy",https://m.media-amazon.com/images/M/MV5BNTEyMDIyNTktOTZjMC00Mzk5LWFjMDAtNTk4Y2JkZmRjMjc2XkEyXkFqcGdeQXVyNTI1MDU0MzM@._V1_FMjpg_UX1000_.jpg
Mater,18+,2017,1,80,movie,Argentina,"Lena and Celeste love each other and desperately want to become mothers. One night, they go out looking for a sperm donor and choose a stranger to conceive their child with. That night Celeste meets Darío, a young man unhappy with his life and dominated by his overprotective mother. The event will set their lives on a different course, especially Dario's, who will discover that he can do something for himself. Based on the play ""Wind in a violin"" by Claudio Tolcachir. —Pablo D'Alo Abba",4.6,Drama,https://m.media-amazon.com/images/M/MV5BOTNhZTcyZGUtYmY2MC00ZTM2LTg1MTctMDc1ZmQ1Mjk1Nzc4XkEyXkFqcGdeQXVyNjk1NTA5MjU@._V1_FMjpg_UX1000_.jpg
Barbie & Chelsea the Lost Birthday,PG,2021,1,60,video,United States,Barbie's younger sister Chelsea is trying to celebrate her 7th birthday but her birthday is skipped due to the international date line.,6.2,Animation,https://m.media-amazon.com/images/M/MV5BZjAyMTEwOTgtODJiMS00Zjg4LTkyNjYtZmZiYThhYjliZWI0XkEyXkFqcGdeQXVyMzI4MjI5NTE@._V1_FMjpg_UX1000_.jpg
Deuces,13+,2016,1,87,movie,United States,"Ambitious undercover agent Jason Foster finds himself identifying more with the criminals than with his own reality. But when he finds out savvy boss Stephen ""Deuces"" Brooks is involved with someone close to him, things become even more complicated as they both become drawn into Deuce's intrigue.",5.9,"Action,Crime,Drama",https://m.media-amazon.com/images/M/MV5BNGYzOGU0ZmItNjU0MC00MzZkLTk4MWYtODFmOTdhNjdlMWEzXkEyXkFqcGdeQXVyMTA1MzUyNDY@._V1_FMjpg_UX1000_.jpg
Mohawk,13+,2017,1,91,movie,United States,"Late in the War of 1812, a young Mohawk woman and her two lovers battle a squad of American soldiers hell-bent on revenge.",4.6,"Action,Drama,History",https://m.media-amazon.com/images/M/MV5BNDliZTc3OGEtZjgwNy00OTUwLTkxMjMtMzE1ZWE2Yjg2MzI5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
This Is Pop,13+,2021,8,60,tvSeries,Canada,-,7.1,Music,https://m.media-amazon.com/images/M/MV5BMmRmZjM2M2YtMDJmZS00ZGUyLWI1MDYtNGRlNzAyMjk2NmRiXkEyXkFqcGdeQXVyODY4MjE5NDE@._V1_FMjpg_UX1000_.jpg
Welkkeom tu Dongmakgol,PG-13,2005,1,133,movie,South Korea,Soldiers from both sides of the Korean divide live among villagers who know nothing of the war.,7.7,"Comedy,Drama,War",https://m.media-amazon.com/images/M/MV5BZjlkYWU1MzctYTdmMS00MDIyLTgyNGMtZmU1MjIwNjU0ZjY4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_FMjpg_UX1000_.jpg
The Trader,PG,2018,1,23,short,Georgia,"A traveling trader provides a window into rural life in the Republic of Georgia, where potatoes are currency and ambition is crushed by poverty.",6.8,"Documentary,Short",https://m.media-amazon.com/images/M/MV5BYWFlOWZjZTUtNGFiNC00NTU1LTgzZDgtODkzNGQwNDFiODNkXkEyXkFqcGdeQXVyODI5NjAzNTI@._V1_FMjpg_UX1000_.jpg
Reipu zonbi: Lust of the dead 3,PG,2013,1,68,movie,Japan,The zombies that arose after the nuclear outbreak are still high in numbers. The group of girls have lost some of their comrades and are fighting off the horny zombies to stay alive themselves. Can they stop the plague for once and for all? —Anonymous,3.9,Horror,https://m.media-amazon.com/images/M/MV5BMTg5ODQwODI4OF5BMl5BanBnXkFtZTgwODA1NjA5NTE@._V1_FMjpg_UX1000_.jpg
Stone of Destiny,PG,2008,1,96,movie,Canada,"The Stone of Destiny retells the fascinating and true story of four young Glaswegian students who, in 1951, outwitted the British authorities in their successful attempt to take back the Stone of Scone - a beloved symbol of Scottish pride, back to its country of origin. —Anonymous",6.8,"Adventure,Comedy,Crime",https://m.media-amazon.com/images/M/MV5BMTc5MzQ4ODAzM15BMl5BanBnXkFtZTcwNzEyNDkxMg@@._V1_FMjpg_UX1000_.jpg
The Keeper,R,2009,1,94,movie,United States,"Roland Sallinger is an LA cop who after nearly being killed by his greedy partner, and eventually being forced to retire for medical reasons, flees to San Antonio, Texas, after being asked to work as a bodyguard for the daughter of a wealthy businessman. The businessman had been a colleague of Sallinger years before, when they were both cops. When mobsters kidnap the businessman's daughter, he hunts them down to rescue her and protect her. —Voltage Pictures",5.1,"Action,Crime,Thriller",https://m.media-amazon.com/images/M/MV5BMzEwZDEyODUtNWM4NC00N2M2LWFjM2MtYTkyYjQ1MjdlZDVlXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_FMjpg_UX1000_.jpg
Forbidden Ground,R,2013,1,95,movie,Australia,"When an allied charge on the German lines goes horribly wrong, one man finds himself stranded in No Man's Land. Reuniting with two other survivors, together they must help each other as they charge into the unknown across the muddy wasteland as the Germans quickly hone in on the desperate trio. Tensions rise between the soldiers as they are surrounded by explosions of grenades with the constant rattle of machine guns in their ears. Time is running out as they make their way back over enemy lines as an impending attack could soon take them out. —Lionsgate",4.9,"Action,Drama,War",https://m.media-amazon.com/images/M/MV5BMjMwNjQyODQ5OF5BMl5BanBnXkFtZTgwMTE0MjE0MDE@._V1_FMjpg_UX1000_.jpg
Ang probinsyano,13+,2015,1384,99,tvSeries,Philippines,"The story of Cardo Dalisay as he faces through terrorists, drug dealers and other crimes in the Philippines.",4.3,"Action,Crime,Thriller",https://m.media-amazon.com/images/M/MV5BNTY1MmYwOTItZjI0OS00M2IyLTg4YzctMWUxY2EzZWFlMTVjXkEyXkFqcGdeQXVyNjIzMDM0Nzk@._V1_FMjpg_UX1000_.jpg
Rilakkuma to Kaorusan,G,2019,13,12,tvSeries,Japan,"Her life might be a little mundane, but Kaoru gets to go home to Rilakkuma, her endearingly lazy roommate who happens to be a fuzzy toy bear.",8.4,"Animation,Comedy,Drama",https://m.media-amazon.com/images/M/MV5BMGRlMzJjM2EtY2Q2OC00MmI4LWE1OTEtMTdjNzcxOGY2OTFhXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_FMjpg_UX1000_.jpg
The Axe Murders of Villisca,PG-13,2016,1,78,movie,United States,"'The Axe Murders of Villisca' is a ghost story based on the house where the notorious and still unsolved 1912 axe murders took place. Three outcast teenagers break into the house in search of answers, but discover something far beyond their worst fears.",4.2,Horror,https://m.media-amazon.com/images/M/MV5BMTYwODg5Mjk0MV5BMl5BanBnXkFtZTgwODc3MjIwMTI@._V1_FMjpg_UX1000_.jpg
Ivy & Bean,18+,1906,1,\N,movie,-,-,8.2,"Action,Family",https://m.media-amazon.com/images/G/01/imdb/images/social/imdb_logo.png
Tereddüt,13+,2016,1,105,movie,Turkey,"A young female psychiatrist from Istanbul starts compulsory duty in a provincial town, where she came by appointment, but not far from the city. During the week she continues her duty in the town, and she comes home to Istanbul on weekends. She maintains a marriage that looks flawless from the outside with her attractive husband Cem, but she feels that there is something that goes wrong inside. On the other hand, at the same time, her relationship with Elmas, a young woman who was brought to the hospital one day, has opened a completely different door to Sehnaz. Elmas, who was about to lose her mental balance, opens up with the help of Sehnaz. Yesim Ustaoglu, one of the most important female directors of our new cinema, brings a dramatic story to the screen in her 5th feature film.",6.5,Drama,https://m.media-amazon.com/images/M/MV5BMjcxNWY0MjQtOWZhMC00MmM4LTlhZWQtYTY1NjE0ZmU1YmRhXkEyXkFqcGdeQXVyMzQ2NzQ4MzQ@._V1_FMjpg_UX1000_.jpg
How to Fix a Drug Scandal,18+,2020,4,211,tvMiniSeries,United States,"In 2013, Massachusetts State Police arrest 35-year-old crime drug lab chemist Sonja Farak for tampering with evidence: and that was only the beginning. Over time, details emerged that Farak had been in fact using the drugs that she was tasked with testing. Did anyone know what had been going on? And when did they find out? The scope of Farak's addiction-and the number of people convicted as a result of her drug testing-comes to light, despite repeated efforts to suppress evidence in the case. This riveting four-part docuseries directed by Erin Lee Carr (Mommy Dead and Dearest, Dirty Money) examines an essential, but obscured, part of the criminal justice system. In addition to re-creations of Farak's compelling grand jury testimony and interviews with attorneys and experts, we hear from Farak's family for the first time, delving deep into how the actions of one crime lab employee can impact tens of thousands of lives. —Netflix",7.0,"Crime,Documentary",https://m.media-amazon.com/images/M/MV5BOWU1NTM0MWEtYTEyZC00OTViLWE2NjQtZDI3ODMwZDJkNmI5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
Johan Falk: Kodnamn: Lisa,13+,2012,1,106,movie,Sweden,"Frank Wagner is sleeping next to his family. Their plans to move abroad lay on the kitchen table. They suddenly hear someone trying to break into the apartment. Five masked men are trying to enter. Frank tracts quickly and manages to escape. He contacts Johan Falk. Why would someone want to kill him? Has anyone figured out that he is cooperating with the police? Frank and Johan do not know who knows what, and who they can trust.",7.5,"Action,Crime,Thriller",https://m.media-amazon.com/images/M/MV5BYmQ0YWI0MTMtNWU5YS00NWNkLTk1MmYtYjczN2YxYTRiNTNmXkEyXkFqcGdeQXVyMTQzMjU1NjE@._V1_FMjpg_UX1000_.jpg
Taylor Swift: Reputation Stadium Tour,G,2018,1,125,tvSpecial,-,Taylor Swift takes the stage and proves she doesn't care about her bad reputation.,8.4,"Documentary,Music",https://m.media-amazon.com/images/M/MV5BMjU3NmQ0MzMtZTIwMS00NDA5LWEzYTQtMjU0MzgzYTI0OTE5XkEyXkFqcGdeQXVyNTYyOTk2Mzk@._V1_FMjpg_UX1000_.jpg
Laipeu,G,2018,16,60,tvSeries,South Korea,A medical drama that depicts the power struggles and human stories that take place within a university hospital.,7.6,"Drama,Thriller",https://m.media-amazon.com/images/M/MV5BNmVmNTU0MzctZTk3Yy00ZDc2LTg3ZmYtNzdhZTkwODMxNzNhXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_FMjpg_UX1000_.jpg
Exit West,18+,1978,1,\N,movie,United States,A young refugee couple from a war-torn country hear rumors that there are doors in the city they live that serve as portals to other destinations.,6.9,"Drama,Sci-Fi",https://m.media-amazon.com/images/G/01/imdb/images/social/imdb_logo.png
Kuromukuro,PG,2016,26,24,tvSeries,Japan,"When mecha attack a research center, it's students, pilots, and researchers must fight back with the help of mysterious artifacts and a young samurai.",7.2,"Action,Animation,Sci-Fi",https://m.media-amazon.com/images/M/MV5BOGU3MGIyZGMtODZiZC00NGM2LThlNzUtZTE3NWEzNDY2MWViXkEyXkFqcGdeQXVyODg1MTc3MTM@._V1_FMjpg_UX1000_.jpg
